tweet_id,tweet_content,sentiment_label
2437,"I don't really have any plans this weekend, kind of boring.",neutral
2438,Loving my new workout routine!,positive
2439,I love this new phone! It's amazing!,positive
2440,"This app crashes all the time, really frustrating.",negative
2441,Can't stop thinking about the movie I saw last night!,positive
2442,Such an inspiring speech by the CEO today!,negative
2443,I love this new phone! It's amazing!,negative
2444,So excited for the weekend trip! Can't wait!,negative
2445,Loving my new workout routine!,neutral
2446,"I don't really have any plans this weekend, kind of boring.",negative
2447,"I'm indifferent to the whole situation, not bothered either way.",positive
2448,"The weather is nice today, perfect for a walk.",negative
2449,I hate waiting for customer service. It's so frustrating!,positive
2450,The service at this restaurant was terrible. Never coming back!,negative
2451,"It’s just another Monday, nothing special.",positive
2452,Why do people always complain about everything?,negative
2453,"This app crashes all the time, really frustrating.",neutral
2454,Really upset with the results of the election.,negative
2455,I'm so angry about the way the game ended last night!,neutral
2456,So excited for the weekend trip! Can't wait!,positive
2457,Can't stop thinking about the movie I saw last night!,negative
2458,"The weather is nice today, perfect for a walk.",neutral
2459,I'm so angry about the way the game ended last night!,positive
2460,"It’s just another Monday, nothing special.",negative
2461,So excited for the weekend trip! Can't wait!,positive
2462,"I'm indifferent to the whole situation, not bothered either way.",positive
2463,So proud of my team for completing the project on time!,neutral
2464,"I don't really have any plans this weekend, kind of boring.",positive
2465,"I don't really have any plans this weekend, kind of boring.",positive
2466,So proud of my team for completing the project on time!,positive
2467,"The weather is nice today, perfect for a walk.",negative
2468,I hate waiting for customer service. It's so frustrating!,negative
2469,Absolutely devastated by the news today.,positive
2470,I love this new phone! It's amazing!,neutral
2471,Really upset with the results of the election.,negative
2472,Such an inspiring speech by the CEO today!,negative
2473,"The weather is nice today, perfect for a walk.",neutral
2474,"The weather is nice today, perfect for a walk.",negative
2475,"I don't really have any plans this weekend, kind of boring.",positive
2476,I'm so angry about the way the game ended last night!,neutral
2477,Why do people always complain about everything?,positive
2478,Really upset with the results of the election.,positive
2479,Just got a promotion at work! Feeling on top of the world!,negative
2480,"The weather is nice today, perfect for a walk.",negative
2481,I love this new phone! It's amazing!,positive
2482,I'm not sure how I feel about this new technology.,neutral
2483,Just got a promotion at work! Feeling on top of the world!,neutral
2484,Why do people always complain about everything?,positive
2485,Such an inspiring speech by the CEO today!,negative
2486,Can't stop thinking about the movie I saw last night!,positive
2487,"The weather is nice today, perfect for a walk.",neutral
2488,"It’s just another Monday, nothing special.",neutral
2489,Loving my new workout routine!,negative
2490,Can't stop thinking about the movie I saw last night!,neutral
2491,I'm not sure how I feel about this new technology.,neutral
2492,Loving my new workout routine!,neutral
2493,I'm not sure how I feel about this new technology.,neutral
2494,So excited for the weekend trip! Can't wait!,neutral
2495,I'm so angry about the way the game ended last night!,positive
2496,Loving my new workout routine!,neutral
2497,Just got a promotion at work! Feeling on top of the world!,neutral
2498,Such an inspiring speech by the CEO today!,neutral
2499,"The weather is nice today, perfect for a walk.",negative
2500,Really upset with the results of the election.,negative
2501,I'm not sure how I feel about this new technology.,negative
2502,"The weather is nice today, perfect for a walk.",neutral
2503,"The weather is nice today, perfect for a walk.",positive
2504,So proud of my team for completing the project on time!,neutral
2505,Such an inspiring speech by the CEO today!,neutral
2506,I'm so angry about the way the game ended last night!,neutral
2507,So excited for the weekend trip! Can't wait!,negative
2508,"I don't really have any plans this weekend, kind of boring.",neutral
2509,Such an inspiring speech by the CEO today!,positive
2510,"The weather is nice today, perfect for a walk.",neutral
2511,I love this new phone! It's amazing!,positive
2512,I hate waiting for customer service. It's so frustrating!,negative
2513,"I don't really have any plans this weekend, kind of boring.",positive
2514,I'm not sure how I feel about this new technology.,negative
2515,I hate waiting for customer service. It's so frustrating!,neutral
2516,Really upset with the results of the election.,positive
2517,I'm so angry about the way the game ended last night!,neutral
2518,"This app crashes all the time, really frustrating.",negative
2519,So excited for the weekend trip! Can't wait!,positive
2520,I'm so angry about the way the game ended last night!,negative
2521,Why do people always complain about everything?,negative
2522,I feel so blessed to have such supportive friends!,neutral
2523,I'm not sure how I feel about this new technology.,negative
2524,Why do people always complain about everything?,neutral
2525,So proud of my team for completing the project on time!,positive
2526,I hate waiting for customer service. It's so frustrating!,positive
2527,The service at this restaurant was terrible. Never coming back!,neutral
2528,Why do people always complain about everything?,positive
2529,"I don't really have any plans this weekend, kind of boring.",positive
2530,I feel so blessed to have such supportive friends!,neutral
2531,So excited for the weekend trip! Can't wait!,positive
2532,I'm not sure how I feel about this new technology.,positive
2533,Can't stop thinking about the movie I saw last night!,neutral
2534,I hate waiting for customer service. It's so frustrating!,negative
2535,I'm not sure how I feel about this new technology.,neutral
2536,The service at this restaurant was terrible. Never coming back!,neutral
2537,The service at this restaurant was terrible. Never coming back!,neutral
2538,I'm so angry about the way the game ended last night!,negative
2539,I feel so blessed to have such supportive friends!,negative
2540,"The weather is nice today, perfect for a walk.",positive
2541,Can't stop thinking about the movie I saw last night!,positive
2542,"I'm indifferent to the whole situation, not bothered either way.",positive
2543,I feel so blessed to have such supportive friends!,positive
2544,Loving my new workout routine!,negative
2545,Loving my new workout routine!,neutral
2546,I hate waiting for customer service. It's so frustrating!,negative
2547,I hate waiting for customer service. It's so frustrating!,negative
2548,Loving my new workout routine!,negative
2549,"This app crashes all the time, really frustrating.",positive
2550,Can't stop thinking about the movie I saw last night!,negative
2551,I love this new phone! It's amazing!,neutral
2552,Why do people always complain about everything?,positive
2553,So proud of my team for completing the project on time!,negative
2554,"I'm indifferent to the whole situation, not bothered either way.",negative
2555,"This app crashes all the time, really frustrating.",positive
2556,Absolutely devastated by the news today.,neutral
2557,Really upset with the results of the election.,positive
2558,I'm not sure how I feel about this new technology.,positive
2559,"I don't really have any plans this weekend, kind of boring.",negative
2560,Such an inspiring speech by the CEO today!,neutral
2561,I hate waiting for customer service. It's so frustrating!,positive
2562,Really upset with the results of the election.,positive
2563,Loving my new workout routine!,neutral
2564,Just got a promotion at work! Feeling on top of the world!,negative
2565,So excited for the weekend trip! Can't wait!,neutral
2566,"This app crashes all the time, really frustrating.",negative
2567,Why do people always complain about everything?,negative
2568,"The weather is nice today, perfect for a walk.",positive
2569,I feel so blessed to have such supportive friends!,positive
2570,Why do people always complain about everything?,negative
2571,I love this new phone! It's amazing!,positive
2572,Can't stop thinking about the movie I saw last night!,positive
2573,I feel so blessed to have such supportive friends!,negative
2574,I'm not sure how I feel about this new technology.,neutral
2575,Really upset with the results of the election.,negative
2576,"This app crashes all the time, really frustrating.",neutral
2577,"The weather is nice today, perfect for a walk.",neutral
2578,The service at this restaurant was terrible. Never coming back!,negative
2579,I'm so angry about the way the game ended last night!,positive
2580,So proud of my team for completing the project on time!,neutral
2581,Just got a promotion at work! Feeling on top of the world!,positive
2582,"The weather is nice today, perfect for a walk.",neutral
2583,"This app crashes all the time, really frustrating.",positive
2584,"I don't really have any plans this weekend, kind of boring.",positive
2585,"The weather is nice today, perfect for a walk.",neutral
2586,"I'm indifferent to the whole situation, not bothered either way.",negative
2587,Loving my new workout routine!,positive
2588,Absolutely devastated by the news today.,negative
2589,"I don't really have any plans this weekend, kind of boring.",negative
2590,"This app crashes all the time, really frustrating.",neutral
2591,"I don't really have any plans this weekend, kind of boring.",negative
2592,I'm so angry about the way the game ended last night!,negative
2593,Just got a promotion at work! Feeling on top of the world!,positive
2594,Can't stop thinking about the movie I saw last night!,negative
2595,I hate waiting for customer service. It's so frustrating!,positive
2596,"It’s just another Monday, nothing special.",negative
2597,Really upset with the results of the election.,neutral
2598,"I don't really have any plans this weekend, kind of boring.",positive
2599,Absolutely devastated by the news today.,positive
2600,Can't stop thinking about the movie I saw last night!,negative
2601,I love this new phone! It's amazing!,neutral
2602,Just got a promotion at work! Feeling on top of the world!,negative
2603,"It’s just another Monday, nothing special.",positive
2604,I hate waiting for customer service. It's so frustrating!,negative
2605,I love this new phone! It's amazing!,positive
2606,I'm not sure how I feel about this new technology.,negative
2607,Such an inspiring speech by the CEO today!,positive
2608,Just got a promotion at work! Feeling on top of the world!,positive
2609,Such an inspiring speech by the CEO today!,neutral
2610,I feel so blessed to have such supportive friends!,neutral
2611,So proud of my team for completing the project on time!,neutral
2612,"I'm indifferent to the whole situation, not bothered either way.",negative
2613,"This app crashes all the time, really frustrating.",neutral
2614,"I don't really have any plans this weekend, kind of boring.",neutral
2615,I feel so blessed to have such supportive friends!,neutral
2616,Can't stop thinking about the movie I saw last night!,negative
2617,"It’s just another Monday, nothing special.",negative
2618,Such an inspiring speech by the CEO today!,neutral
2619,Really upset with the results of the election.,negative
2620,Why do people always complain about everything?,negative
2621,Really upset with the results of the election.,negative
2622,"I'm indifferent to the whole situation, not bothered either way.",negative
2623,I'm not sure how I feel about this new technology.,neutral
2624,Absolutely devastated by the news today.,neutral
2625,"I don't really have any plans this weekend, kind of boring.",negative
2626,I hate waiting for customer service. It's so frustrating!,negative
2627,"It’s just another Monday, nothing special.",negative
2628,I'm so angry about the way the game ended last night!,neutral
2629,"The weather is nice today, perfect for a walk.",negative
2630,I love this new phone! It's amazing!,negative
2631,"It’s just another Monday, nothing special.",neutral
2632,I'm so angry about the way the game ended last night!,positive
2633,Why do people always complain about everything?,negative
2634,I feel so blessed to have such supportive friends!,neutral
2635,"The weather is nice today, perfect for a walk.",positive
2636,Absolutely devastated by the news today.,positive
2637,I'm not sure how I feel about this new technology.,positive
2638,The service at this restaurant was terrible. Never coming back!,neutral
2639,"I'm indifferent to the whole situation, not bothered either way.",negative
2640,Absolutely devastated by the news today.,positive
2641,I'm so angry about the way the game ended last night!,negative
2642,"The weather is nice today, perfect for a walk.",neutral
2643,"I don't really have any plans this weekend, kind of boring.",positive
2644,Just got a promotion at work! Feeling on top of the world!,positive
2645,Can't stop thinking about the movie I saw last night!,negative
2646,"I don't really have any plans this weekend, kind of boring.",positive
2647,I'm so angry about the way the game ended last night!,negative
2648,I feel so blessed to have such supportive friends!,neutral
2649,"This app crashes all the time, really frustrating.",neutral
2650,Absolutely devastated by the news today.,positive
2651,I feel so blessed to have such supportive friends!,positive
2652,Loving my new workout routine!,positive
2653,Really upset with the results of the election.,positive
2654,Such an inspiring speech by the CEO today!,negative
2655,Such an inspiring speech by the CEO today!,negative
2656,I hate waiting for customer service. It's so frustrating!,positive
2657,"I'm indifferent to the whole situation, not bothered either way.",neutral
2658,Loving my new workout routine!,negative
2659,So excited for the weekend trip! Can't wait!,positive
2660,Really upset with the results of the election.,negative
2661,Can't stop thinking about the movie I saw last night!,neutral
2662,I'm not sure how I feel about this new technology.,neutral
2663,"It’s just another Monday, nothing special.",neutral
2664,I feel so blessed to have such supportive friends!,positive
2665,"This app crashes all the time, really frustrating.",neutral
2666,So excited for the weekend trip! Can't wait!,neutral
2667,Absolutely devastated by the news today.,neutral
2668,I feel so blessed to have such supportive friends!,positive
2669,"I don't really have any plans this weekend, kind of boring.",negative
2670,Loving my new workout routine!,negative
2671,Really upset with the results of the election.,neutral
2672,"I'm indifferent to the whole situation, not bothered either way.",neutral
2673,"I'm indifferent to the whole situation, not bothered either way.",neutral
2674,Really upset with the results of the election.,positive
2675,I love this new phone! It's amazing!,positive
2676,I love this new phone! It's amazing!,negative
2677,Can't stop thinking about the movie I saw last night!,positive
2678,Loving my new workout routine!,negative
2679,Such an inspiring speech by the CEO today!,neutral
2680,The service at this restaurant was terrible. Never coming back!,negative
2681,I'm so angry about the way the game ended last night!,negative
2682,I feel so blessed to have such supportive friends!,neutral
2683,Can't stop thinking about the movie I saw last night!,neutral
2684,"This app crashes all the time, really frustrating.",negative
2685,Really upset with the results of the election.,negative
2686,I feel so blessed to have such supportive friends!,neutral
2687,"It’s just another Monday, nothing special.",neutral
2688,Just got a promotion at work! Feeling on top of the world!,positive
2689,Just got a promotion at work! Feeling on top of the world!,neutral
2690,I love this new phone! It's amazing!,neutral
2691,Such an inspiring speech by the CEO today!,neutral
2692,"The weather is nice today, perfect for a walk.",positive
2693,"The weather is nice today, perfect for a walk.",neutral
2694,"It’s just another Monday, nothing special.",neutral
2695,Can't stop thinking about the movie I saw last night!,positive
2696,I'm so angry about the way the game ended last night!,neutral
2697,I'm so angry about the way the game ended last night!,positive
2698,I'm so angry about the way the game ended last night!,negative
2699,Loving my new workout routine!,positive
2700,I hate waiting for customer service. It's so frustrating!,negative
2701,Just got a promotion at work! Feeling on top of the world!,negative
2702,Why do people always complain about everything?,negative
2703,Why do people always complain about everything?,neutral
2704,So proud of my team for completing the project on time!,negative
2705,Can't stop thinking about the movie I saw last night!,positive
2706,"I don't really have any plans this weekend, kind of boring.",neutral
2707,Loving my new workout routine!,positive
2708,Such an inspiring speech by the CEO today!,neutral
2709,I'm not sure how I feel about this new technology.,neutral
2710,I love this new phone! It's amazing!,positive
2711,Such an inspiring speech by the CEO today!,positive
2712,Can't stop thinking about the movie I saw last night!,positive
2713,So excited for the weekend trip! Can't wait!,negative
2714,I love this new phone! It's amazing!,neutral
2715,I love this new phone! It's amazing!,positive
2716,The service at this restaurant was terrible. Never coming back!,negative
2717,Why do people always complain about everything?,neutral
2718,Can't stop thinking about the movie I saw last night!,neutral
2719,Just got a promotion at work! Feeling on top of the world!,neutral
2720,So proud of my team for completing the project on time!,neutral
2721,I hate waiting for customer service. It's so frustrating!,negative
2722,Loving my new workout routine!,negative
2723,Such an inspiring speech by the CEO today!,neutral
2724,"It’s just another Monday, nothing special.",positive
2725,"I'm indifferent to the whole situation, not bothered either way.",neutral
2726,"I'm indifferent to the whole situation, not bothered either way.",positive
2727,"It’s just another Monday, nothing special.",positive
2728,Really upset with the results of the election.,negative
2729,I love this new phone! It's amazing!,neutral
2730,"The weather is nice today, perfect for a walk.",positive
2731,Loving my new workout routine!,positive
2732,Such an inspiring speech by the CEO today!,negative
2733,"It’s just another Monday, nothing special.",positive
2734,So proud of my team for completing the project on time!,negative
2735,I hate waiting for customer service. It's so frustrating!,negative
2736,I'm not sure how I feel about this new technology.,neutral
2737,Can't stop thinking about the movie I saw last night!,positive
2738,Such an inspiring speech by the CEO today!,neutral
2739,I love this new phone! It's amazing!,neutral
2740,I hate waiting for customer service. It's so frustrating!,negative
2741,Absolutely devastated by the news today.,negative
2742,The service at this restaurant was terrible. Never coming back!,negative
2743,So excited for the weekend trip! Can't wait!,positive
2744,"I don't really have any plans this weekend, kind of boring.",negative
2745,I'm so angry about the way the game ended last night!,neutral
2746,Loving my new workout routine!,negative
2747,Why do people always complain about everything?,positive
2748,I'm not sure how I feel about this new technology.,positive
2749,I feel so blessed to have such supportive friends!,neutral
2750,Really upset with the results of the election.,negative
2751,Absolutely devastated by the news today.,positive
2752,Can't stop thinking about the movie I saw last night!,neutral
2753,Really upset with the results of the election.,neutral
2754,I hate waiting for customer service. It's so frustrating!,positive
2755,Why do people always complain about everything?,negative
2756,Why do people always complain about everything?,positive
2757,Really upset with the results of the election.,neutral
2758,So excited for the weekend trip! Can't wait!,negative
2759,I'm not sure how I feel about this new technology.,negative
2760,I love this new phone! It's amazing!,positive
2761,"This app crashes all the time, really frustrating.",negative
2762,I feel so blessed to have such supportive friends!,negative
2763,So excited for the weekend trip! Can't wait!,positive
2764,Loving my new workout routine!,negative
2765,I hate waiting for customer service. It's so frustrating!,neutral
2766,I'm not sure how I feel about this new technology.,negative
2767,"The weather is nice today, perfect for a walk.",negative
2768,Why do people always complain about everything?,negative
2769,"The weather is nice today, perfect for a walk.",positive
2770,So excited for the weekend trip! Can't wait!,neutral
2771,I hate waiting for customer service. It's so frustrating!,neutral
2772,Can't stop thinking about the movie I saw last night!,positive
2773,Really upset with the results of the election.,neutral
2774,I'm so angry about the way the game ended last night!,positive
2775,Can't stop thinking about the movie I saw last night!,negative
2776,"I don't really have any plans this weekend, kind of boring.",negative
2777,Just got a promotion at work! Feeling on top of the world!,positive
2778,I hate waiting for customer service. It's so frustrating!,negative
2779,I feel so blessed to have such supportive friends!,positive
2780,So excited for the weekend trip! Can't wait!,positive
2781,"I'm indifferent to the whole situation, not bothered either way.",negative
2782,So excited for the weekend trip! Can't wait!,neutral
2783,Absolutely devastated by the news today.,positive
2784,I hate waiting for customer service. It's so frustrating!,positive
2785,"This app crashes all the time, really frustrating.",positive
2786,Can't stop thinking about the movie I saw last night!,positive
2787,"I'm indifferent to the whole situation, not bothered either way.",positive
2788,"I don't really have any plans this weekend, kind of boring.",neutral
2789,Why do people always complain about everything?,positive
2790,"The weather is nice today, perfect for a walk.",negative
2791,"This app crashes all the time, really frustrating.",neutral
2792,So excited for the weekend trip! Can't wait!,positive
2793,Really upset with the results of the election.,neutral
2794,"This app crashes all the time, really frustrating.",neutral
2795,I'm so angry about the way the game ended last night!,negative
2796,"I'm indifferent to the whole situation, not bothered either way.",negative
2797,The service at this restaurant was terrible. Never coming back!,negative
2798,"It’s just another Monday, nothing special.",positive
2799,"It’s just another Monday, nothing special.",negative
2800,So excited for the weekend trip! Can't wait!,positive
2801,Absolutely devastated by the news today.,neutral
2802,"I'm indifferent to the whole situation, not bothered either way.",negative
2803,The service at this restaurant was terrible. Never coming back!,negative
2804,"It’s just another Monday, nothing special.",neutral
2805,I love this new phone! It's amazing!,neutral
2806,So excited for the weekend trip! Can't wait!,positive
2807,"The weather is nice today, perfect for a walk.",neutral
2808,"I'm indifferent to the whole situation, not bothered either way.",positive
2809,Just got a promotion at work! Feeling on top of the world!,negative
2810,I'm so angry about the way the game ended last night!,positive
2811,Really upset with the results of the election.,negative
2812,"I'm indifferent to the whole situation, not bothered either way.",positive
2813,Why do people always complain about everything?,neutral
2814,Why do people always complain about everything?,negative
2815,"This app crashes all the time, really frustrating.",neutral
2816,I'm so angry about the way the game ended last night!,positive
2817,"I don't really have any plans this weekend, kind of boring.",negative
2818,I love this new phone! It's amazing!,positive
2819,Loving my new workout routine!,negative
2820,The service at this restaurant was terrible. Never coming back!,positive
2821,"This app crashes all the time, really frustrating.",neutral
2822,Really upset with the results of the election.,neutral
2823,Loving my new workout routine!,positive
2824,Loving my new workout routine!,positive
2825,Really upset with the results of the election.,neutral
2826,"This app crashes all the time, really frustrating.",neutral
2827,I hate waiting for customer service. It's so frustrating!,negative
2828,"I'm indifferent to the whole situation, not bothered either way.",positive
2829,I'm so angry about the way the game ended last night!,positive
2830,I love this new phone! It's amazing!,positive
2831,"The weather is nice today, perfect for a walk.",positive
2832,"This app crashes all the time, really frustrating.",negative
2833,Loving my new workout routine!,positive
2834,Loving my new workout routine!,neutral
2835,So proud of my team for completing the project on time!,positive
2836,"I don't really have any plans this weekend, kind of boring.",positive
2837,"I'm indifferent to the whole situation, not bothered either way.",positive
2838,Really upset with the results of the election.,negative
2839,Can't stop thinking about the movie I saw last night!,neutral
2840,So proud of my team for completing the project on time!,neutral
2841,Just got a promotion at work! Feeling on top of the world!,neutral
2842,"I don't really have any plans this weekend, kind of boring.",positive
2843,"The weather is nice today, perfect for a walk.",negative
2844,"The weather is nice today, perfect for a walk.",negative
2845,I feel so blessed to have such supportive friends!,positive
2846,I love this new phone! It's amazing!,negative
2847,I hate waiting for customer service. It's so frustrating!,neutral
2848,Such an inspiring speech by the CEO today!,neutral
2849,I hate waiting for customer service. It's so frustrating!,positive
2850,"This app crashes all the time, really frustrating.",neutral
2851,"It’s just another Monday, nothing special.",neutral
2852,Such an inspiring speech by the CEO today!,neutral
2853,Absolutely devastated by the news today.,negative
2854,"It’s just another Monday, nothing special.",positive
2855,"The weather is nice today, perfect for a walk.",positive
2856,Such an inspiring speech by the CEO today!,positive
2857,I love this new phone! It's amazing!,positive
2858,I love this new phone! It's amazing!,positive
2859,I hate waiting for customer service. It's so frustrating!,neutral
2860,Can't stop thinking about the movie I saw last night!,neutral
2861,"The weather is nice today, perfect for a walk.",positive
2862,"This app crashes all the time, really frustrating.",neutral
2863,Loving my new workout routine!,positive
2864,I'm not sure how I feel about this new technology.,neutral
2865,Absolutely devastated by the news today.,neutral
2866,I feel so blessed to have such supportive friends!,negative
2867,So proud of my team for completing the project on time!,neutral
2868,Such an inspiring speech by the CEO today!,negative
2869,Such an inspiring speech by the CEO today!,positive
2870,Really upset with the results of the election.,neutral
2871,I'm so angry about the way the game ended last night!,positive
2872,Can't stop thinking about the movie I saw last night!,positive
2873,I'm so angry about the way the game ended last night!,neutral
2874,I'm not sure how I feel about this new technology.,negative
2875,I feel so blessed to have such supportive friends!,positive
2876,Can't stop thinking about the movie I saw last night!,negative
2877,The service at this restaurant was terrible. Never coming back!,negative
2878,"It’s just another Monday, nothing special.",neutral
2879,I'm not sure how I feel about this new technology.,neutral
2880,"This app crashes all the time, really frustrating.",negative
2881,So excited for the weekend trip! Can't wait!,positive
2882,"It’s just another Monday, nothing special.",positive
2883,"This app crashes all the time, really frustrating.",neutral
2884,Loving my new workout routine!,neutral
2885,So proud of my team for completing the project on time!,positive
2886,I feel so blessed to have such supportive friends!,negative
2887,Loving my new workout routine!,positive
2888,"It’s just another Monday, nothing special.",positive
2889,I love this new phone! It's amazing!,positive
2890,I'm so angry about the way the game ended last night!,positive
2891,"The weather is nice today, perfect for a walk.",neutral
2892,Loving my new workout routine!,negative
2893,I'm not sure how I feel about this new technology.,negative
2894,I'm not sure how I feel about this new technology.,negative
2895,Loving my new workout routine!,negative
2896,I love this new phone! It's amazing!,positive
2897,I hate waiting for customer service. It's so frustrating!,positive
2898,So excited for the weekend trip! Can't wait!,negative
2899,"I'm indifferent to the whole situation, not bothered either way.",neutral
2900,So proud of my team for completing the project on time!,neutral
2901,"This app crashes all the time, really frustrating.",negative
2902,Really upset with the results of the election.,positive
2903,I'm not sure how I feel about this new technology.,positive
2904,So excited for the weekend trip! Can't wait!,positive
2905,"It’s just another Monday, nothing special.",positive
2906,"It’s just another Monday, nothing special.",positive
2907,Can't stop thinking about the movie I saw last night!,neutral
2908,"The weather is nice today, perfect for a walk.",neutral
2909,Such an inspiring speech by the CEO today!,positive
2910,The service at this restaurant was terrible. Never coming back!,positive
2911,I'm not sure how I feel about this new technology.,positive
2912,The service at this restaurant was terrible. Never coming back!,neutral
2913,"It’s just another Monday, nothing special.",positive
2914,Such an inspiring speech by the CEO today!,neutral
2915,I feel so blessed to have such supportive friends!,neutral
2916,"This app crashes all the time, really frustrating.",negative
2917,"I don't really have any plans this weekend, kind of boring.",positive
2918,So proud of my team for completing the project on time!,positive
2919,So proud of my team for completing the project on time!,negative
2920,Absolutely devastated by the news today.,neutral
2921,Can't stop thinking about the movie I saw last night!,neutral
2922,The service at this restaurant was terrible. Never coming back!,positive
2923,I feel so blessed to have such supportive friends!,positive
2924,Loving my new workout routine!,negative
2925,I love this new phone! It's amazing!,positive
2926,I'm so angry about the way the game ended last night!,positive
2927,Really upset with the results of the election.,neutral
2928,Really upset with the results of the election.,positive
2929,Loving my new workout routine!,positive
2930,"I don't really have any plans this weekend, kind of boring.",negative
2931,Really upset with the results of the election.,neutral
2932,The service at this restaurant was terrible. Never coming back!,positive
2933,Really upset with the results of the election.,positive
2934,"I don't really have any plans this weekend, kind of boring.",neutral
2935,I hate waiting for customer service. It's so frustrating!,negative
2936,Such an inspiring speech by the CEO today!,positive
2937,Absolutely devastated by the news today.,neutral
2938,Loving my new workout routine!,neutral
2939,I'm not sure how I feel about this new technology.,negative
2940,I feel so blessed to have such supportive friends!,positive
2941,"I'm indifferent to the whole situation, not bothered either way.",positive
2942,The service at this restaurant was terrible. Never coming back!,neutral
2943,"The weather is nice today, perfect for a walk.",negative
2944,Can't stop thinking about the movie I saw last night!,neutral
2945,Why do people always complain about everything?,positive
2946,"This app crashes all the time, really frustrating.",negative
2947,Such an inspiring speech by the CEO today!,positive
2948,So excited for the weekend trip! Can't wait!,positive
2949,"The weather is nice today, perfect for a walk.",negative
2950,I'm so angry about the way the game ended last night!,negative
2951,"The weather is nice today, perfect for a walk.",neutral
2952,Why do people always complain about everything?,neutral
2953,"This app crashes all the time, really frustrating.",positive
2954,So excited for the weekend trip! Can't wait!,positive
2955,Just got a promotion at work! Feeling on top of the world!,negative
2956,"I don't really have any plans this weekend, kind of boring.",positive
2957,I'm not sure how I feel about this new technology.,neutral
2958,Really upset with the results of the election.,positive
2959,I'm so angry about the way the game ended last night!,positive
2960,Such an inspiring speech by the CEO today!,negative
2961,I'm not sure how I feel about this new technology.,neutral
2962,The service at this restaurant was terrible. Never coming back!,neutral
2963,Absolutely devastated by the news today.,neutral
2964,Why do people always complain about everything?,positive
2965,The service at this restaurant was terrible. Never coming back!,positive
2966,"This app crashes all the time, really frustrating.",positive
2967,Such an inspiring speech by the CEO today!,positive
2968,I feel so blessed to have such supportive friends!,positive
2969,I hate waiting for customer service. It's so frustrating!,neutral
2970,"I'm indifferent to the whole situation, not bothered either way.",positive
2971,The service at this restaurant was terrible. Never coming back!,positive
2972,Really upset with the results of the election.,negative
2973,I'm so angry about the way the game ended last night!,negative
2974,I'm so angry about the way the game ended last night!,negative
2975,So excited for the weekend trip! Can't wait!,positive
2976,Loving my new workout routine!,positive
2977,"I'm indifferent to the whole situation, not bothered either way.",negative
2978,Can't stop thinking about the movie I saw last night!,negative
2979,Just got a promotion at work! Feeling on top of the world!,negative
2980,Really upset with the results of the election.,negative
2981,I love this new phone! It's amazing!,positive
2982,Absolutely devastated by the news today.,neutral
2983,"It’s just another Monday, nothing special.",negative
2984,I'm so angry about the way the game ended last night!,positive
2985,Such an inspiring speech by the CEO today!,negative
2986,I love this new phone! It's amazing!,positive
2987,"This app crashes all the time, really frustrating.",negative
2988,"The weather is nice today, perfect for a walk.",negative
2989,Such an inspiring speech by the CEO today!,positive
2990,Can't stop thinking about the movie I saw last night!,negative
2991,Can't stop thinking about the movie I saw last night!,positive
2992,I hate waiting for customer service. It's so frustrating!,negative
2993,I'm not sure how I feel about this new technology.,positive
2994,I feel so blessed to have such supportive friends!,positive
2995,Such an inspiring speech by the CEO today!,neutral
2996,Absolutely devastated by the news today.,positive
2997,I'm not sure how I feel about this new technology.,neutral
2998,So proud of my team for completing the project on time!,positive
2999,Why do people always complain about everything?,neutral
3000,Such an inspiring speech by the CEO today!,positive
3001,I'm not sure how I feel about this new technology.,neutral
3002,Really upset with the results of the election.,positive
3003,So excited for the weekend trip! Can't wait!,neutral
3004,"The weather is nice today, perfect for a walk.",positive
3005,"I don't really have any plans this weekend, kind of boring.",neutral
3006,So proud of my team for completing the project on time!,positive
3007,"I don't really have any plans this weekend, kind of boring.",negative
3008,Really upset with the results of the election.,negative
3009,I feel so blessed to have such supportive friends!,positive
3010,I feel so blessed to have such supportive friends!,negative
3011,Just got a promotion at work! Feeling on top of the world!,neutral
3012,"I don't really have any plans this weekend, kind of boring.",positive
3013,"I'm indifferent to the whole situation, not bothered either way.",negative
3014,"This app crashes all the time, really frustrating.",negative
3015,So excited for the weekend trip! Can't wait!,negative
3016,Such an inspiring speech by the CEO today!,negative
3017,Really upset with the results of the election.,negative
3018,Really upset with the results of the election.,positive
3019,I hate waiting for customer service. It's so frustrating!,negative
3020,I'm so angry about the way the game ended last night!,neutral
3021,"I don't really have any plans this weekend, kind of boring.",positive
3022,The service at this restaurant was terrible. Never coming back!,neutral
3023,Can't stop thinking about the movie I saw last night!,positive
3024,Just got a promotion at work! Feeling on top of the world!,neutral
3025,I'm so angry about the way the game ended last night!,negative
3026,I'm not sure how I feel about this new technology.,positive
3027,The service at this restaurant was terrible. Never coming back!,neutral
3028,Can't stop thinking about the movie I saw last night!,positive
3029,I'm not sure how I feel about this new technology.,negative
3030,Just got a promotion at work! Feeling on top of the world!,negative
3031,Just got a promotion at work! Feeling on top of the world!,positive
3032,I feel so blessed to have such supportive friends!,positive
3033,I'm so angry about the way the game ended last night!,positive
3034,I hate waiting for customer service. It's so frustrating!,positive
3035,"I don't really have any plans this weekend, kind of boring.",positive
3036,Really upset with the results of the election.,positive
3037,Can't stop thinking about the movie I saw last night!,positive
3038,Can't stop thinking about the movie I saw last night!,neutral
